Vehicle Model,Battery Capacity (kWh),Charging Station Location,Charging Start Time,Charging Duration (hours),Charging Rate (kW),Energy Consumed (kWh),State of Charge (Start %),State of Charge (End %),Temperature (°C),Vehicle Age (years),Charger Type,User Type
Hyundai Kona,71.7712175865667,Houston,2024-01-29 04:00:00,1.721951459007976,17.01926847946975,15.394993243656362,15.257057006668278,38.456588970075494,26.376493160862907,1,Level 2,Long-Distance Traveler
Hyundai Kona,71.13964638426458,Los Angeles,2024-02-15 05:00:00,2.521669513688776,25.721788941031377,38.305179046218214,30.48909513254974,86.08938869735309,18.58233674117953,6,Level 2,Commuter
Hyundai Kona,67.8363148180418,New York,2024-03-13 05:00:00,3.437660150664094,25.273983993254916,52.16709916714302,59.86912990165586,100.0,11.809544046310121,2,Level 2,Long-Distance Traveler
Hyundai Kona,57.81903343549382,Chicago,2024-02-06 03:00:00,4.352657676288293,22.24456291196488,64.11905855160131,57.446640562477164,100.0,3.4222680346277308,4,Level 2,Commuter
BMW i3,35.75721737628433,Houston,2024-02-04 07:00:00,1.7920932673421448,7.023445715884082,9.337679753763025,45.61172097670106,69.90666079651983,2.4139144517128415,5,Level 1,Commuter
Nissan Leaf,40.57271837221677,Los Angeles,2024-02-23 04:00:00,1.326777531536468,26.730188733321242,37.90812015296885,22.508955438175107,100.0,12.669064406609598,7,Level 2,Commuter
Hyundai Kona,,San Francisco,2024-03-09 02:00:00,2.2048135918274974,7.735060737562064,20.585339164622745,23.462293892300544,58.78084808873256,,1,Level 1,Casual Driver
Tesla Model 3,74.19702582178195,New York,2024-03-04 17:00:00,4.524723843673351,44.38195640841312,130.99260908800167,13.060194650569265,100.0,5.473489605934379,5,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,68.56172017442678,Los Angeles,2024-03-15 18:00:00,0.5443732775171276,21.01175858199926,14.5180729243737,64.92048879608413,87.13904491607911,20.461761771763538,4,Level 2,Long-Distance Traveler
Tesla Model 3,78.49568860312316,San Francisco,2024-03-29 07:00:00,3.5504087722598543,54.45479521548863,122.45118908074396,16.240548451563946,100.0,7.182365575225752,7,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,75.88132278955634,Los Angeles,2024-03-18 01:00:00,2.647220208852117,3.0,16.47929478572619,42.23762907669392,63.89782740493793,24.322648642110813,7,Level 1,Commuter
BMW i3,43.73894589930284,Houston,2024-01-21 15:00:00,1.2247079673230603,42.547791609682974,23.722229647868613,42.98284210383734,96.77040517629236,34.77655185525988,8,DC Fast Charger,Casual Driver
Tesla Model 3,79.74747007699288,Houston,2024-02-12 07:00:00,1.9445968682351,55.4571013307118,67.55244121935615,29.024353677692474,100.0,23.4724917943529,4,DC Fast Charger,Commuter
Hyundai Kona,62.08445148625391,Houston,2024-02-08 08:00:00,1.5122751974466524,28.044388021080564,23.31279416195444,27.913699965354585,67.09926255647338,18.873982508234782,4,Level 2,Long-Distance Traveler
Chevy Bolt,57.06744973572338,New York,2024-01-11 22:00:00,4.45024475550555,27.10524370134006,67.05664400711126,48.45824720628818,100.0,13.581235546146857,5,Level 2,Casual Driver
Tesla Model 3,83.86052258646899,Houston,2024-02-27 16:00:00,2.668430227752456,8.78658662449556,17.123652857533347,30.239355566655036,48.91259932558477,37.35318342290263,5,Level 1,Casual Driver
BMW i3,37.45584908081899,San Francisco,2024-01-04 14:00:00,3.0339242504262174,51.03795090137153,90.29946963452673,21.582500566970047,100.0,17.6778113896912,3,DC Fast Charger,Casual Driver
BMW i3,39.18495480322795,Los Angeles,2024-02-09 06:00:00,3.171594287016593,16.85548295156155,42.89146406342653,30.94356065600201,100.0,49.88268532135672,5,Level 2,Long-Distance Traveler
Tesla Model 3,84.87398252341978,Chicago,2024-02-07 14:00:00,3.3782770607106025,6.60675323085353,19.232443319233422,57.49803504826049,79.3666705329301,5.803569861054479,5,Level 1,Casual Driver
Chevy Bolt,56.71785449394204,San Francisco,2024-01-02 05:00:00,2.730000606691685,3.0134618987616304,2.0,67.82109958352706,71.62511750203451,23.478887391945083,8,Level 1,Casual Driver
Tesla Model 3,74.21105885087552,San Francisco,2024-01-13 02:00:00,0.5804308887634212,60.405248689686026,28.90714865333411,46.33676497949991,82.64458908205232,36.95268331962507,7,DC Fast Charger,Commuter
BMW i3,39.52818078532183,Houston,2024-01-11 01:00:00,2.0062520911159334,43.46309758020553,50.215400197140795,55.83657965646692,100.0,11.71836401698872,8,DC Fast Charger,Commuter
Nissan Leaf,31.083892593581012,New York,2024-02-09 01:00:00,1.3274295832444605,45.733233919814374,39.459423687403564,39.633615985319665,100.0,17.166507800294134,5,DC Fast Charger,Casual Driver
Hyundai Kona,63.136846435966426,Los Angeles,2024-01-12 12:00:00,3.560642793102546,27.293095263202883,65.44108487857872,45.61350423607346,100.0,27.51375809391721,2,Level 2,Casual Driver
BMW i3,35.93626941852871,New York,2024-01-06 08:00:00,0.75517093116521,3.7707460857809116,2.0,69.22563268787638,72.49849815634593,24.654682956773428,8,Level 1,Commuter
Tesla Model 3,77.03664346114849,Los Angeles,2024-02-26 09:00:00,3.037115260002399,4.621194751949137,15.465877892246203,33.497226205624244,56.16307883631387,26.716388770651715,9,Level 1,Commuter
Hyundai Kona,71.73946957028778,Los Angeles,2024-01-13 02:00:00,1.4478427502343543,7.5359426876502695,14.557406384616588,9.306555302022996,25.60983935795726,33.92310169529918,2,Level 1,Commuter
Tesla Model 3,57.28661013461076,New York,2024-03-28 17:00:00,4.769806273101775,8.040760830134957,26.41951202965374,67.20544965825806,100.0,15.838950630170107,1,Level 1,Long-Distance Traveler
Tesla Model 3,71.74466412799777,San Francisco,2024-02-10 14:00:00,2.00993423983941,21.641496024129204,28.667562730051223,56.549011858730594,95.83740136775495,37.244310777616874,6,Level 2,Long-Distance Traveler
Nissan Leaf,,Los Angeles,2024-02-17 12:00:00,1.963495361185854,6.921833774128185,10.673993194089027,30.890173911132138,60.33590649283343,-0.6401793927921986,3,Level 1,Commuter
Hyundai Kona,48.716557570991554,New York,2024-03-23 20:00:00,4.655231005958257,28.341889769472225,83.03485205651431,68.85567848547997,100.0,32.929250547028055,1,Level 2,Casual Driver
Hyundai Kona,73.35385752295562,Los Angeles,2024-02-06 13:00:00,2.378065641368636,,86.2775217447542,27.4598237726607,100.0,33.76646825091572,6,DC Fast Charger,Commuter
Nissan Leaf,41.899460184017414,Chicago,2024-01-23 13:00:00,4.83288050383584,24.50584967263773,72.79072612859744,29.187812740521867,100.0,10.706355487351507,8,Level 2,Long-Distance Traveler
BMW i3,48.49927693159141,San Francisco,2024-03-21 16:00:00,0.6087665846007657,56.20517194234994,17.608974330570373,44.63253795734485,80.89850360447092,2.5923658882770155,9,DC Fast Charger,Casual Driver
Tesla Model 3,70.48841709510856,Houston,2024-02-11 11:00:00,1.8785505884096585,,27.347805087513034,22.832580100098184,59.947988939914275,17.21399114528308,6,Level 2,Long-Distance Traveler
Chevy Bolt,,Los Angeles,2024-03-21 17:00:00,3.4978683211989403,11.346331328286041,30.128858467088516,50.40714653349763,100.0,24.845637569951162,6,Level 1,Casual Driver
Tesla Model 3,73.71250916160744,Chicago,2024-03-10 11:00:00,4.508856340374374,10.462342408337584,34.451288088553824,14.935269756782885,62.182465456379845,,1,Level 2,Long-Distance Traveler
Tesla Model 3,92.10567238041232,Houston,2024-02-02 11:00:00,1.6538251685372776,9.915842048237563,16.112315867828777,12.021645758279979,28.93490170030175,26.023306255486304,5,Level 1,Casual Driver
BMW i3,49.9086321629824,Houston,2024-01-17 02:00:00,4.687149163836507,8.804215037486218,27.484100729937435,39.76707049167011,97.77859445777995,,3,Level 1,Casual Driver
Tesla Model 3,76.05878159606998,Los Angeles,2024-01-17 13:00:00,3.1735465992463467,23.24144125775427,46.30766521533492,41.10708935563607,98.45906235022827,3.6234567275922984,7,Level 2,Casual Driver
Nissan Leaf,41.27200885825392,New York,2024-03-14 13:00:00,4.104537094390622,7.160057915204223,17.764379429060373,11.93257952592989,54.17823867059781,-3.4492612382293935,9,Level 1,Casual Driver
Nissan Leaf,,Los Angeles,2024-03-01 11:00:00,2.2874328693810373,6.688893405725787,18.10993031255324,67.67145697352481,100.0,19.168428157805334,6,Level 1,Long-Distance Traveler
Hyundai Kona,80.74088374694021,Chicago,2024-03-13 06:00:00,1.45481172155093,27.517217939817044,24.71652147770935,42.263632744460445,72.4518404337493,11.837977084309426,5,Level 2,Long-Distance Traveler
Chevy Bolt,,Houston,2024-03-11 03:00:00,4.600559369514619,49.68108420800093,142.04100462243593,14.817274512300196,100.0,14.236220979132131,7,DC Fast Charger,Casual Driver
Tesla Model 3,75.36767516895016,Los Angeles,2024-03-20 16:00:00,4.699111407827984,18.360576302384565,51.75925514817245,25.243764081599437,94.93650393410323,35.20295779389066,9,Level 2,Casual Driver
Tesla Model 3,72.2912128270801,New York,2024-01-10 05:00:00,2.7390881486936096,26.50991442660841,52.65655986285689,57.015223905655574,100.0,18.55260410207033,5,Level 2,Long-Distance Traveler
BMW i3,43.40949148511665,Los Angeles,2024-01-17 19:00:00,0.5292275719966543,10.169532468119716,4.135706857436181,39.01004931125957,45.49960030605269,19.652054950463626,5,Level 1,Casual Driver
Nissan Leaf,37.06489090824395,San Francisco,2024-01-11 08:00:00,0.9940232915168201,12.364154384606234,6.207904603465298,17.229642655526114,27.429463255007363,14.758429469086714,4,Level 2,Casual Driver
Chevy Bolt,62.97655402846124,New York,2024-03-09 17:00:00,3.0786258210427477,,68.24022739117315,11.68518318401731,100.0,19.534385976490576,5,Level 2,CasualDriver
Hyundai Kona,53.97182359145921,Chicago,2024-02-27 21:00:00,0.606995160358488,16.816343512351793,2.0,33.00033679543651,36.09552825079399,23.22201754970432,7,Level 2,Commuter
Nissan Leaf,38.69749705296834,Houston,2024-01-19 15:00:00,2.286103657940129,42.31761378787718,56.540688519717534,26.931956064618223,100.0,53.415058390178935,3,DC Fast Charger,Casual Driver
Hyundai Kona,69.14242998309136,Los Angeles,2024-02-12 10:00:00,1.8651647550740567,,12.168268382263117,47.63462791132827,59.33215252698284,23.355889803345203,4,Level 1,Commuter
BMW i3,44.214741926024125,New York,2024-02-02 16:00:00,3.714567239309921,50.006792419717,120.87568781680177,65.14105415182576,100.0,33.95234202427419,9,DC Fast Charger,Casual Driver
BMW i3,39.22425227969009,San Francisco,2024-02-02 11:00:00,0.7501040282657088,39.762253720250925,23.61547747946001,21.102468575320323,84.39541531223526,22.236795021735823,2,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,73.1438039166669,New York,2024-03-17 13:00:00,2.6992907103977934,4.6834798722982285,12.454363681937657,60.590205663384936,80.4878554887985,-4.333471963759536,8,Level 1,Commuter
Chevy Bolt,66.21200812015327,San Francisco,2024-01-24 22:00:00,3.106014214440224,18.557249762081913,51.26784710182615,64.83002859893804,100.0,13.195137995417362,9,Level 2,Commuter
Hyundai Kona,55.527188127836055,Chicago,2024-03-13 00:00:00,3.2778098422367794,51.10764540155471,107.46866498265729,63.6301689655436,100.0,23.346928616106556,5,DC Fast Charger,Casual Driver
Nissan Leaf,33.97703176044335,Houston,2024-02-01 07:00:00,2.323209524076234,7.469707197935023,8.66232299248933,66.8850264464533,95.01685649801044,28.680974525400643,7,Level 1,Casual Driver
BMW i3,36.42219628693502,Chicago,2024-02-17 12:00:00,1.8696550254329793,28.205986397050424,40.07605644704474,59.73706043840289,100.0,22.522743098942307,6,Level 2,Commuter
Tesla Model 3,74.91457708586685,Los Angeles,2024-03-19 22:00:00,3.5712186518171696,59.74519018555931,130.85979435119071,43.57659035078356,100.0,31.044216797263292,1,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,64.14609546195047,New York,2024-02-12 15:00:00,4.314060716461228,27.123056570488018,70.63789437942289,31.639996416165726,100.0,2.4801824218496584,8,Level 2,Long-Distance Traveler
Hyundai Kona,70.67101114936187,San Francisco,2024-01-13 20:00:00,3.6212793700229544,6.476765657868549,12.437378569225995,36.959706092195134,55.61475752351624,20.585509707406228,9,Level 1,Casual Driver
BMW i3,36.45424524686481,San Francisco,2024-03-16 15:00:00,4.6944606445574975,12.79409111001706,37.96377464441974,61.719791367043044,100.0,35.93555641622555,1,Level 2,Long-Distance Traveler
Chevy Bolt,61.34613334645878,New York,2024-01-17 17:00:00,3.727685864110672,3.2733712033920113,5.271616837881895,24.59089453211686,35.98293759966056,8.341280032688699,8,Level 1,Long-Distance Traveler
BMW i3,38.52556139448358,New York,2024-01-09 15:00:00,3.9407843030612826,27.088649380549064,70.82132613020896,15.352010132171134,100.0,33.447097187399606,3,Level 2,Casual Driver
Hyundai Kona,63.54152043412192,Los Angeles,2024-01-03 12:00:00,1.2555643847093998,8.68750894341474,11.371394178009291,14.153249178696687,28.632602806235905,32.82688951142053,6,Level 1,Long-Distance Traveler
Hyundai Kona,52.7765786323888,Chicago,2024-01-16 22:00:00,2.3879284003702033,18.916477687779768,23.722326945827646,58.754649643825026,100.0,5.155704169736683,8,Level 2,Casual Driver
BMW i3,48.00789747125974,San Francisco,2024-02-10 08:00:00,2.6827489893018432,14.796318743512792,27.49486982936197,54.49656961145635,100.0,24.054542733317444,5,Level 2,Commuter
Hyundai Kona,57.26951401140019,Los Angeles,2024-01-29 09:00:00,1.6533192303257342,16.764244884154543,26.130604606659606,37.3469471680122,84.26377072957254,21.905767900021093,8,Level 2,Casual Driver
BMW i3,35.60269967373779,Chicago,2024-03-10 08:00:00,2.8784293716032954,22.87347151099764,50.6454545615345,22.866642825989956,100.0,17.88364768325057,7,Level 2,Commuter
Nissan Leaf,51.895045067010464,Los Angeles,2024-03-23 21:00:00,1.8085637489983137,22.882804999274686,19.08049882269769,49.04485641026974,85.93794368351942,1.6773293333154058,7,Level 2,Commuter
BMW i3,45.32584386574565,San Francisco,2024-03-23 03:00:00,3.593759417619872,27.212656365635,58.34743172281615,7.498151333110537,100.0,16.843283166384005,7,Level 2,Long-Distance Traveler
BMW i3,47.77449844969845,New York,2024-02-06 11:00:00,2.6162981451642913,6.0992910855850075,6.900479263825196,41.93480801833299,56.1099960240849,18.1244495919036,9,Level 1,Long-Distance Traveler
Hyundai Kona,67.21223977453329,New York,2024-03-09 10:00:00,2.56463129421066,20.779819857491788,37.75705469599534,30.89763596806514,84.30965550376888,-0.37961542935861203,6,Level 2,Long-Distance Traveler
Hyundai Kona,60.832636080095185,Chicago,2024-01-11 00:00:00,4.9263913896476526,9.250642611932879,24.16568680046107,68.56087619777796,100.0,4.338180355580299,6,Level 1,Casual Driver
Tesla Model 3,64.54520114035992,Houston,2024-01-29 02:00:00,2.266001818441567,32.99924078889892,54.478493852641535,37.99141619218419,100.0,8.876055278599909,9,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,72.60943690059473,Chicago,2024-03-05 16:00:00,2.1303294466530573,7.634905893834052,20.504980750770173,40.89740390926741,73.41717271770696,7.420621217018338,6,Level 1,Commuter
Nissan Leaf,35.10920327737219,Houston,2024-01-01 08:00:00,1.9337196707719448,20.328856106840323,30.979093367905058,51.303573123783245,100.0,23.915244452673228,7,Level 2,Long-Distance Traveler
Tesla Model 3,67.65507862052385,Los Angeles,2024-03-07 15:00:00,4.526371494391092,25.563798894768716,71.44652443569865,36.495001273167034,100.0,30.93812632237891,7,Level 2,Long-Distance Traveler
BMW i3,32.50087602618182,Los Angeles,2024-02-15 06:00:00,2.735257217441802,24.56303301430671,39.80385751343091,19.596960252988843,100.0,16.273482238365315,2,Level 2,Casual Driver
Hyundai Kona,64.80133171856848,San Francisco,2024-03-18 15:00:00,3.2000651486628597,5.607380711220669,13.831007680062962,39.92306002564912,59.294925224303405,29.195474810107186,8,Level 1,Casual Driver
Tesla Model 3,87.58729718020678,Houston,2024-02-18 16:00:00,1.3136831555107775,19.46332571760509,27.693292493715393,66.37747660789682,92.10886121575939,31.429861525815546,6,Level 2,Commuter
Tesla Model 3,79.46509378421159,San Francisco,2024-03-13 04:00:00,2.934240620022171,10.490122872261592,15.694895273317677,31.64421423095067,51.05398227512302,18.976484683464104,4,Level 2,Casual Driver
Nissan Leaf,39.47104806074144,New York,2024-03-24 01:00:00,1.7359168679081973,25.7499574913091,32.36358104316098,49.17666207497874,100.0,24.896524918354146,7,Level 2,Long-Distance Traveler
Nissan Leaf,39.79714063594924,Houston,2024-01-27 10:00:00,3.7878661456829485,,51.31110407227089,68.57222227756952,100.0,17.31985810195006,8,Level 2,Casual Driver
BMW i3,30.0,Chicago,2024-02-02 09:00:00,4.24637756956572,,73.89721671368186,58.944950343926884,100.0,6.52604294965775,1,Level 2,Commuter
Hyundai Kona,61.033152046704366,New York,2024-02-20 15:00:00,3.716648114590749,20.002999819197267,52.50111763054662,47.83721865041604,100.0,11.038886581462368,4,Level 2,Long-Distance Traveler
Nissan Leaf,32.866620523898305,New York,2024-02-07 03:00:00,3.786098748216158,26.57167798824013,55.9522525615689,52.83977174148343,100.0,23.913777927894735,4,Level 2,Commuter
Tesla Model 3,76.0753002232182,Chicago,2024-01-10 23:00:00,2.8061361685378268,16.650369772179303,32.13694064753821,65.87141112110987,100.0,18.544045524579587,9,Level 2,Casual Driver
Hyundai Kona,62.18016807932236,New York,2024-01-11 09:00:00,3.7045312535036086,8.476051010705175,23.368805858492948,67.38388678602318,100.0,28.846076157318052,6,Level 2,Casual Driver
Hyundai Kona,57.914868211547216,Houston,2024-02-23 12:00:00,2.4020912097867213,6.8109721192644646,12.972083911596672,67.98292847092972,92.55254538214051,-2.6438448853912746,4,Level 1,Commuter
Tesla Model 3,75.89517363590879,San Francisco,2024-01-10 18:00:00,3.4317011908832584,5.866636489893949,16.129388210218725,45.66670583316393,68.8921210291412,0.24114121162321922,1,Level 1,Long-Distance Traveler
Nissan Leaf,40.516395765034716,New York,2024-01-09 13:00:00,1.665676445542316,4.898357148430559,10.19278713183364,30.006257241240377,53.06636098166905,1.6613017597225728,8,Level 1,Casual Driver
Tesla Model 3,87.14899231565141,Houston,2024-03-22 08:00:00,0.8139065554040457,8.796210786973234,8.364559839558531,13.654953382159496,21.595780780249868,21.9998381732465,9,Level 1,Casual Driver
Hyundai Kona,68.8049225031271,Los Angeles,2024-03-26 19:00:00,2.3606296885488582,28.041233367717787,45.84524897167742,30.06062008712619,94.5169411973732,3.462762819931495,5,Level 2,Long-Distance Traveler
